Name,Level,Element,STR,DEX,INT,CHA,LUK,END,WIS,Crit,Bonus,Melee Def,Pierce Def,Magic Def,Block,Parry,Dodge,All,Immobility,Health,Mana,Shrink,???,Bacon,Darkness,Disease,Energy,Evil,Fear,Fire,Good,Ice,Light,Metal,Nature,None,Poison,Silver,Stone,Water,Wind,Immobility+All,Health+All,Mana+All,Shrink+All,???+All,Bacon+All,Darkness+All,Disease+All,Energy+All,Evil+All,Fear+All,Fire+All,Good+All,Ice+All,Light+All,Metal+All,Nature+All,None+All,Poison+All,Silver+All,Stone+All,Water+All,Wind+All,DA,DC,Rare,Seasonal,DM,Guardian,Special Offer,Item Type,Name No Link,Link
Astravian Wings,70,Fire,6,6,6,4,4,0,0,4,6,0,0,0,6,6,6,0,0,-2,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,5,0,0,-2,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,5,0,0,1,0,0,0,0,1,Wings,Astravian Wings,http://forums2.battleon.com/f/fb.asp?m=22395595
Astravian Wings,50,Fire,4,4,4,3,3,0,0,2,5,0,0,0,4,4,4,0,0,-1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,-1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,1,Wings,Astravian Wings,http://forums2.battleon.com/f/fb.asp?m=22395594
Astravian Wings,30,Fire,3,3,3,2,2,0,0,1,3,0,0,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,1,Wings,Astravian Wings,http://forums2.battleon.com/f/fb.asp?m=22395593
Astravian Wings,10,Fire,2,2,2,1,1,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,Wings,Astravian Wings,http://forums2.battleon.com/f/fb.asp?m=22395592
Neo Grove Tender's Cloak,90,Nature,10,10,10,0,0,8,8,8,8,0,0,0,8,8,8,0,0,-3,0,0,0,0,0,0,0,0,0,6,0,0,0,0,6,0,0,0,0,0,0,0,-3,0,0,0,0,0,0,0,0,0,6,0,0,0,0,6,0,0,0,0,0,0,0,1,0,0,0,0,1,Cape,Neo Grove Tender's Cloak,http://forums2.battleon.com/f/fb.asp?m=22395612
Neo Grove Tender's Cloak,80,Nature,9,9,9,0,0,5,5,6,8,0,0,0,8,8,8,0,0,-3,0,0,0,0,0,0,0,0,0,6,0,0,0,0,6,0,0,0,0,0,0,0,-3,0,0,0,0,0,0,0,0,0,6,0,0,0,0,6,0,0,0,0,0,0,0,1,0,0,0,0,1,Cape,Neo Grove Tender's Cloak,http://forums2.battleon.com/f/fb.asp?m=22395611
Neo Grove Tender's Cloak,70,Nature,6,6,6,0,0,4,4,4,6,0,0,0,6,6,6,0,0,-2,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,0,0,-2,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,0,0,1,0,0,0,0,1,Cape,Neo Grove Tender's Cloak,http://forums2.battleon.com/f/fb.asp?m=22395610
Neo Grove Tender's Cloak,50,Nature,4,4,4,0,0,3,3,2,5,0,0,0,4,4,4,0,0,-1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,1,Cape,Neo Grove Tender's Cloak,http://forums2.battleon.com/f/fb.asp?m=22395609
Neo Grove Tender's Cloak,30,Nature,3,3,3,0,0,2,2,1,3,0,0,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,1,Cape,Neo Grove Tender's Cloak,http://forums2.battleon.com/f/fb.asp?m=22395608
Neo Grove Tender's Cloak,10,Nature,2,2,2,0,0,1,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,Cape,Neo Grove Tender's Cloak,http://forums2.battleon.com/f/fb.asp?m=22395607
Lost Woven Rose Cloak IX,90,Metal,8,8,8,9,9,10,9,9,9,9,9,9,1,1,1,0,5,0,0,0,0,0,10,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,10,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,Cape,Lost Woven Rose Cloak IX,http://forums2.battleon.com/f/fb.asp?m=21422303
Mantle of Fear,1,Fear,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Cape,Mantle of Fear,http://forums2.battleon.com/f/fb.asp?m=22393751
DragonLord's Travel Cloak IV,90,Metal,4,4,4,4,0,13,13,5,5,8,8,8,8,8,8,8,0,-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,4,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,1,0,0,0,0,0,0,Cape,DragonLord's Travel Cloak IV,http://forums2.battleon.com/f/fb.asp?m=22393357
DragonLord's Travel Cloak III,80,Metal,3,3,3,3,0,10,10,4,4,7,7,7,7,7,7,7,0,-3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,1,0,0,0,0,0,0,Cape,DragonLord's Travel Cloak III,http://forums2.battleon.com/f/fb.asp?m=22393356
DragonLord's Travel Cloak II,70,Metal,2,2,2,0,2,8,8,3,3,5,5,5,5,5,5,6,0,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,1,0,0,0,0,0,0,Cape,DragonLord's Travel Cloak II,http://forums2.battleon.com/f/fb.asp?m=22393355
DragonLord's Travel Cloak I,60,Metal,1,1,1,0,1,6,6,2,2,4,4,4,4,4,4,5,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,0,0,0,0,0,0,Cape,DragonLord's Travel Cloak I,http://forums2.battleon.com/f/fb.asp?m=22393354
Lagohmcraft Protector (Rose) VI,90,Energy,11,11,11,0,0,11,0,10,10,5,5,5,5,5,5,5,0,-10,0,0,0,0,10,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,-5,5,5,5,5,15,5,15,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,1,0,0,0,0,0,Cape,Lagohmcraft Protector (Rose) VI,http://forums2.battleon.com/f/fb.asp?m=22392100
Lagohmcraft Protector (Rose) V,80,Energy,10,10,10,0,0,10,0,10,10,5,5,5,5,5,5,5,0,-9,0,0,0,0,9,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,-4,5,5,5,5,14,5,14,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,1,0,0,0,0,0,Cape,Lagohmcraft Protector (Rose) V,http://forums2.battleon.com/f/fb.asp?m=22392099
Lagohmcraft Protector (Rose) IV,70,Energy,9,9,9,0,0,9,0,7,7,4,4,4,4,4,4,5,0,-7,0,0,0,0,7,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,-2,5,5,5,5,12,5,12,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,1,0,0,0,0,0,Cape,Lagohmcraft Protector (Rose) IV,http://forums2.battleon.com/f/fb.asp?m=22392098
Lagohmcraft Protector (Rose) III,60,Energy,7,7,7,0,0,7,0,6,6,3,3,3,3,3,3,5,0,-6,0,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,-1,5,5,5,5,11,5,11,5,5,5,5,5,5,5,5,5,5,5,5,5,5,0,1,0,0,0,0,0,Cape,Lagohmcraft Protector (Rose) III,http://forums2.battleon.com/f/fb.asp?m=22392097
Lagohmcraft Protector (Rose) II,50,Energy,6,6,6,0,0,6,0,5,5,2,2,2,2,2,2,5,0,-5,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,5,5,5,10,5,10,5,5,5,5,5,5,5,5,5,5,5,5,5,5,0,1,0,0,0,0,0,Cape,Lagohmcraft Protector (Rose) II,http://forums2.battleon.com/f/fb.asp?m=22392096
Lagohmcraft Protector (Rose) I,40,Energy,5,5,5,0,0,5,0,4,4,1,1,1,1,1,1,4,0,-4,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,4,4,4,8,4,8,4,4,4,4,4,4,4,4,4,4,4,4,4,4,0,1,0,0,0,0,0,Cape,Lagohmcraft Protector (Rose) I,http://forums2.battleon.com/f/fb.asp?m=22392095
Lagohmcraft Protector (Vind) VI,90,Energy,11,11,11,0,0,11,0,10,10,5,5,5,5,5,5,5,0,-10,0,0,0,0,10,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,-5,5,5,5,5,15,5,15,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,1,0,0,0,0,0,Cape,Lagohmcraft Protector (Vind) VI,http://forums2.battleon.com/f/fb.asp?m=22392107
Lagohmcraft Protector (Vind) V,80,Energy,10,10,10,0,0,10,0,10,10,5,5,5,5,5,5,5,0,-9,0,0,0,0,9,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,-4,5,5,5,5,14,5,14,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,1,0,0,0,0,0,Cape,Lagohmcraft Protector (Vind) V,http://forums2.battleon.com/f/fb.asp?m=22392106
Lagohmcraft Protector (Vind) IV,70,Energy,9,9,9,0,0,9,0,7,7,4,4,4,4,4,4,5,0,-7,0,0,0,0,7,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,-2,5,5,5,5,12,5,12,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,1,0,0,0,0,0,Cape,Lagohmcraft Protector (Vind) IV,http://forums2.battleon.com/f/fb.asp?m=22392105
Lagohmcraft Protector (Vind) III,60,Energy,7,7,7,0,0,7,0,6,6,3,3,3,3,3,3,5,0,-6,0,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,-1,5,5,5,5,11,5,11,5,5,5,5,5,5,5,5,5,5,5,5,5,5,0,1,0,0,0,0,0,Cape,Lagohmcraft Protector (Vind) III,http://forums2.battleon.com/f/fb.asp?m=22392104
Lagohmcraft Protector (Vind) II,50,Energy,6,6,6,0,0,6,0,5,5,2,2,2,2,2,2,5,0,-5,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,5,5,5,10,5,10,5,5,5,5,5,5,5,5,5,5,5,5,5,5,0,1,0,0,0,0,0,Cape,Lagohmcraft Protector (Vind) II,http://forums2.battleon.com/f/fb.asp?m=22392103
Lagohmcraft Protector (Vind) I,40,Energy,5,5,5,0,0,5,0,4,4,1,1,1,1,1,1,4,0,-4,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,4,4,4,8,4,8,4,4,4,4,4,4,4,4,4,4,4,4,4,4,0,1,0,0,0,0,0,Cape,Lagohmcraft Protector (Vind) I,http://forums2.battleon.com/f/fb.asp?m=22392102
Lagohmcraft Protector (Gold) VI,90,Energy,11,11,11,0,0,11,0,10,10,5,5,5,5,5,5,5,0,-10,0,0,0,0,10,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,-5,5,5,5,5,15,5,15,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,1,0,0,0,0,0,Cape,Lagohmcraft Protector (Gold) VI,http://forums2.battleon.com/f/fb.asp?m=22392114
Lagohmcraft Protector (Gold) V,80,Energy,10,10,10,0,0,10,0,10,10,5,5,5,5,5,5,5,0,-9,0,0,0,0,9,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,-4,5,5,5,5,14,5,14,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,1,0,0,0,0,0,Cape,Lagohmcraft Protector (Gold) V,http://forums2.battleon.com/f/fb.asp?m=22392113
Lagohmcraft Protector (Gold) IV,70,Energy,9,9,9,0,0,9,0,7,7,4,4,4,4,4,4,5,0,-7,0,0,0,0,7,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,-2,5,5,5,5,12,5,12,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,1,0,0,0,0,0,Cape,Lagohmcraft Protector (Gold) IV,http://forums2.battleon.com/f/fb.asp?m=22392112
Lagohmcraft Protector (Gold) III,60,Energy,7,7,7,0,0,7,0,6,6,3,3,3,3,3,3,5,0,-6,0,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,-1,5,5,5,5,11,5,11,5,5,5,5,5,5,5,5,5,5,5,5,5,5,0,1,0,0,0,0,0,Cape,Lagohmcraft Protector (Gold) III,http://forums2.battleon.com/f/fb.asp?m=22392111
Lagohmcraft Protector (Gold) II,50,Energy,6,6,6,0,0,6,0,5,5,2,2,2,2,2,2,5,0,-5,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,5,5,5,10,5,10,5,5,5,5,5,5,5,5,5,5,5,5,5,5,0,1,0,0,0,0,0,Cape,Lagohmcraft Protector (Gold) II,http://forums2.battleon.com/f/fb.asp?m=22392110
Lagohmcraft Protector (Gold) I,40,Energy,5,5,5,0,0,5,0,4,4,1,1,1,1,1,1,4,0,-4,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,4,4,4,8,4,8,4,4,4,4,4,4,4,4,4,4,4,4,4,4,0,1,0,0,0,0,0,Cape,Lagohmcraft Protector (Gold) I,http://forums2.battleon.com/f/fb.asp?m=22392109
Dragon Mage Wings VI,90,Disease,12,12,12,0,0,12,12,14,10,5,5,5,5,5,5,5,5,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,10,5,5,5,5,5,5,5,5,10,5,5,5,5,5,5,5,5,5,5,5,5,5,0,1,0,0,0,0,0,Wings,Dragon Mage Wings VI,http://forums2.battleon.com/f/fb.asp?m=22391646
Dragon Mage Wings V,80,Disease,10,10,10,0,0,10,10,12,8,5,5,5,2,2,2,5,4,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,9,5,5,5,5,5,5,5,5,10,5,5,5,5,5,5,5,5,5,5,5,5,5,0,1,0,0,0,0,0,Wings,Dragon Mage Wings V,http://forums2.battleon.com/f/fb.asp?m=22391645
Cloak of Hyonix (Dragonsoul),1,Water,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,Cape,Cloak of Hyonix (Dragonsoul),http://forums2.battleon.com/f/fb.asp?m=22390739
Cloak of Hyonix,1,Water,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,Cape,Cloak of Hyonix,http://forums2.battleon.com/f/fb.asp?m=22390738
DRGN-C4P4C170R IX,90,Metal,10,10,10,0,10,0,0,10,10,-5,-5,-5,0,0,0,0,0,-10,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,-10,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,10,2,2,0,0,0,0,0,Cape,DRGN-C4P4C170R IX,http://forums2.battleon.com/f/fb.asp?m=22390386
DRGN-C4P4C170R VIII,80,Metal,9,9,9,0,9,0,0,10,10,-5,-5,-5,0,0,0,0,0,-9,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,-9,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,9,2,2,0,0,0,0,0,Cape,DRGN-C4P4C170R VIII,http://forums2.battleon.com/f/fb.asp?m=22390385
DRGN-C4P4C170R VII,70,Metal,8,8,8,0,8,0,0,7,7,-5,-5,-5,0,0,0,0,0,-7,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,-7,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2,2,0,0,0,0,0,Cape,DRGN-C4P4C170R VII,http://forums2.battleon.com/f/fb.asp?m=22390384
DRGN-C4P4C170R VI,60,Metal,6,6,6,0,6,0,0,6,6,-5,-5,-5,0,0,0,0,0,-6,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,-6,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,2,0,0,0,0,0,Cape,DRGN-C4P4C170R VI,http://forums2.battleon.com/f/fb.asp?m=22390383
DRGN-C4P4C170R V,50,Metal,5,5,5,0,5,0,0,5,5,-5,-5,-5,0,0,0,0,0,-5,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,-5,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,2,0,0,0,0,0,Cape,DRGN-C4P4C170R V,http://forums2.battleon.com/f/fb.asp?m=22390382
DRGN-C4P4C170R IV,40,Metal,4,4,4,0,4,0,0,4,4,-4,-4,-4,0,0,0,0,0,-4,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,-4,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,2,0,0,0,0,0,Cape,DRGN-C4P4C170R IV,http://forums2.battleon.com/f/fb.asp?m=22390381
DRGN-C4P4C170R III,30,Metal,3,3,3,0,3,0,0,3,3,-3,-3,-3,0,0,0,0,0,-3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,-3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2,0,0,0,0,0,Cape,DRGN-C4P4C170R III,http://forums2.battleon.com/f/fb.asp?m=22390380
DRGN-C4P4C170R II,20,Metal,2,2,2,0,2,0,0,2,2,-2,-2,-2,0,0,0,0,0,-2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,-2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,Cape,DRGN-C4P4C170R II,http://forums2.battleon.com/f/fb.asp?m=22390379
DRGN-C4P4C170R I,10,Metal,1,1,1,0,1,0,0,1,1,-1,-1,-1,0,0,0,0,0,-1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,Cape,DRGN-C4P4C170R I,http://forums2.battleon.com/f/fb.asp?m=22390378
Wolfwing's Wings,1,???,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Wings,Wolfwing's Wings,http://forums2.battleon.com/f/fb.asp?m=22389830
Aspenvale Backpack,1,None,0,0,0,0,0,0,0,5,5,5,5,5,5,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,0,0,0,1,0,0,0,Cape,Aspenvale Backpack,http://forums2.battleon.com/f/fb.asp?m=22389404
Hive Ranger's Wings,1,Wind,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,Wings,Hive Ranger's Wings,http://forums2.battleon.com/f/fb.asp?m=22388875
Tarnished Relic DeathKnight Cloak,90,Darkness,10,10,10,0,0,12,12,8,10,8,8,8,0,0,0,0,5,0,0,0,0,0,10,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,5,0,0,0,0,0,10,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Cape,Tarnished Relic DeathKnight Cloak,http://forums2.battleon.com/f/fb.asp?m=22388621
Relic DeathKnight Cloak,90,Darkness,10,10,10,0,0,12,12,8,10,8,8,8,0,0,0,0,5,0,0,0,0,0,10,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,5,0,0,0,0,0,10,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,Cape,Relic DeathKnight Cloak,http://forums2.battleon.com/f/fb.asp?m=22387774
Zeclem's Relic Cloak,90,Darkness,10,10,10,0,0,12,12,8,10,8,8,8,0,0,0,0,5,0,0,0,0,0,10,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,5,0,0,0,0,0,10,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Cape,Zeclem's Relic Cloak,http://forums2.battleon.com/f/fb.asp?m=22387771
Chains of Augahim,1,Good,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Cape,Chains of Augahim,http://forums2.battleon.com/f/fb.asp?m=22387763
Sinnocence's Torment,1,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Cape,Sinnocence's Torment,http://forums2.battleon.com/f/fb.asp?m=22387669
