Name,Level,Element,STR,DEX,INT,CHA,LUK,END,WIS,Crit,Bonus,Melee Def,Pierce Def,Magic Def,Block,Parry,Dodge,All,Immobility,Health,Mana,Shrink,???,Bacon,Darkness,Disease,Energy,Evil,Fear,Fire,Good,Ice,Light,Metal,Nature,None,Poison,Silver,Stone,Water,Wind,Immobility+All,Health+All,Mana+All,Shrink+All,???+All,Bacon+All,Darkness+All,Disease+All,Energy+All,Evil+All,Fear+All,Fire+All,Good+All,Ice+All,Light+All,Metal+All,Nature+All,None+All,Poison+All,Silver+All,Stone+All,Water+All,Wind+All,DA,DC,Rare,Seasonal,DM,Guardian,Special Offer,Item Type,Name No Link,Link
Enchanted Frostcrown II,20,Ice,1,1,7,1,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,2,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,Helm,Enchanted Frostcrown II,TODO: LINK
Enchanted Frostcrown I,10,Ice,0,0,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,Helm,Enchanted Frostcrown I,TODO: LINK
Personal Snow Globe,1,Ice,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,Helm,Personal Snow Globe,TODO: LINK
Yeti Battlehelm (CC),1,Ice,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,Helm,Yeti Battlehelm (CC),TODO: LINK
Yeti Battlehelm,1,Ice,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,Helm,Yeti Battlehelm,TODO: LINK
Comfy Frostval Scarf (Trim),1,Nature,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,Helm,Comfy Frostval Scarf (Trim),TODO: LINK
Comfy Frostval Scarf (Armor),1,Nature,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,Helm,Comfy Frostval Scarf (Armor),TODO: LINK
Comfy Frostval Scarf (Dragon),1,Nature,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,Helm,Comfy Frostval Scarf (Dragon),TODO: LINK
Comfy Frostval Scarf (Plain),1,Nature,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,Helm,Comfy Frostval Scarf (Plain),TODO: LINK
The Ribbon,1,???,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,Helm,The Ribbon,http://forums2.battleon.com/f/fb.asp?m=22397684
Fancy Witch's Hat VI,90,Darkness,18,18,18,0,0,0,0,10,10,5,5,5,5,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,0,1,0,1,0,0,0,Helm,Fancy Witch's Hat VI,http://forums2.battleon.com/f/fb.asp?m=22396534
Fancy Witch's Hat V,80,Darkness,16,16,16,0,0,0,0,10,9,5,5,5,5,5,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,0,1,0,1,0,0,0,Helm,Fancy Witch's Hat V,http://forums2.battleon.com/f/fb.asp?m=22396533
Fancy Witch's Hat IV,70,Darkness,10,10,10,0,0,0,0,8,7,4,4,4,4,4,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0,1,0,1,0,0,0,Helm,Fancy Witch's Hat IV,http://forums2.battleon.com/f/fb.asp?m=22396532
Fancy Witch's Hat III,50,Darkness,8,8,8,0,0,0,0,6,5,3,3,3,3,3,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,1,0,1,0,0,0,Helm,Fancy Witch's Hat III,http://forums2.battleon.com/f/fb.asp?m=22396531
Fancy Witch's Hat II,30,Darkness,5,5,5,0,0,0,0,4,3,2,2,2,2,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,0,0,0,Helm,Fancy Witch's Hat II,http://forums2.battleon.com/f/fb.asp?m=22396530
Fancy Witch's Hat I,10,Darkness,2,2,2,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,Helm,Fancy Witch's Hat I,http://forums2.battleon.com/f/fb.asp?m=22396529
Astravian Helm,90,Fire,10,10,10,10,10,0,0,10,10,0,0,0,10,10,10,0,5,0,0,0,0,0,10,0,0,0,0,10,0,0,10,0,0,0,0,0,0,0,0,5,0,0,0,0,0,10,0,0,0,0,10,0,0,10,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,Helm,Astravian Helm,http://forums2.battleon.com/f/fb.asp?m=22395589
Astravian Helm,80,Fire,9,9,9,10,10,0,0,10,9,0,0,0,10,10,10,0,5,0,0,0,0,0,10,0,0,0,0,10,0,0,10,0,0,0,0,0,0,0,0,5,0,0,0,0,0,10,0,0,0,0,10,0,0,10,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,Helm,Astravian Helm,http://forums2.battleon.com/f/fb.asp?m=22395588
Astravian Helm,70,Fire,7,7,7,6,8,0,0,8,7,0,0,0,8,8,8,0,3,0,0,0,0,0,6,0,0,0,0,8,0,0,6,0,0,0,0,0,0,0,0,3,0,0,0,0,0,6,0,0,0,0,8,0,0,6,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,Helm,Astravian Helm,http://forums2.battleon.com/f/fb.asp?m=22395587
Astravian Helm,50,Fire,5,5,5,5,7,0,0,6,5,0,0,0,5,5,5,0,2,0,0,0,0,0,4,0,0,0,0,6,0,0,4,0,0,0,0,0,0,0,0,2,0,0,0,0,0,4,0,0,0,0,6,0,0,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,Helm,Astravian Helm,http://forums2.battleon.com/f/fb.asp?m=22395586
Astravian Helm,30,Fire,3,3,3,2,4,0,0,4,3,0,0,0,4,4,4,0,1,0,0,0,0,0,2,0,0,0,0,4,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,4,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,Helm,Astravian Helm,http://forums2.battleon.com/f/fb.asp?m=22395585
Astravian Helm,10,Fire,1,1,1,0,2,0,0,1,1,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,Helm,Astravian Helm,http://forums2.battleon.com/f/fb.asp?m=22395583
Neo Grove Tender's Hat,90,Nature,10,10,10,0,0,10,10,10,10,0,0,0,10,10,10,0,5,0,0,0,0,0,10,0,0,0,0,0,0,0,10,0,10,0,0,0,0,0,0,5,0,0,0,0,0,10,0,0,0,0,0,0,0,10,0,10,0,0,0,0,0,0,0,1,0,0,0,0,1,Helm,Neo Grove Tender's Hat,http://forums2.battleon.com/f/fb.asp?m=22395604
Neo Grove Tender's Hat,80,Nature,9,9,9,0,0,10,10,10,9,0,0,0,10,10,10,0,5,0,0,0,0,0,10,0,0,0,0,0,0,0,10,0,10,0,0,0,0,0,0,5,0,0,0,0,0,10,0,0,0,0,0,0,0,10,0,10,0,0,0,0,0,0,0,1,0,0,0,0,1,Helm,Neo Grove Tender's Hat,http://forums2.battleon.com/f/fb.asp?m=22395603
Neo Grove Tender's Hat,70,Nature,7,7,7,0,0,8,6,8,7,0,0,0,8,8,8,0,3,0,0,0,0,0,6,0,0,0,0,0,0,0,6,0,8,0,0,0,0,0,0,3,0,0,0,0,0,6,0,0,0,0,0,0,0,6,0,8,0,0,0,0,0,0,0,1,0,0,0,0,1,Helm,Neo Grove Tender's Hat,http://forums2.battleon.com/f/fb.asp?m=22395602
Neo Grove Tender's Hat,50,Nature,5,5,5,0,0,7,5,6,5,0,0,0,5,5,5,0,2,0,0,0,0,0,4,0,0,0,0,0,0,0,4,0,6,0,0,0,0,0,0,2,0,0,0,0,0,4,0,0,0,0,0,0,0,4,0,6,0,0,0,0,0,0,0,1,0,0,0,0,1,Helm,Neo Grove Tender's Hat,http://forums2.battleon.com/f/fb.asp?m=22395601
Neo Grove Tender's Hat,30,Nature,3,3,3,0,0,4,2,4,3,0,0,0,4,4,4,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,4,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,4,0,0,0,0,0,0,0,1,0,0,0,0,1,Helm,Neo Grove Tender's Hat,http://forums2.battleon.com/f/fb.asp?m=22395600
Neo Grove Tender's Hat,10,Nature,1,1,1,0,0,2,0,1,1,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,Helm,Neo Grove Tender's Hat,http://forums2.battleon.com/f/fb.asp?m=22395599
Restored Experimental Visage,1,Fear,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Helm,Restored Experimental Visage,http://forums2.battleon.com/f/fb.asp?m=22395343
Broken Experimental Visage,1,Fear,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Helm,Broken Experimental Visage,http://forums2.battleon.com/f/fb.asp?m=22395342
Visage of Fear,1,Fear,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Helm,Visage of Fear,http://forums2.battleon.com/f/fb.asp?m=22393752
DragonLord Captain's Helm IV,90,Metal,12,12,12,0,0,7,7,10,10,4,4,4,4,4,4,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,1,0,0,0,0,0,0,Helm,DragonLord Captain's Helm IV,http://forums2.battleon.com/f/fb.asp?m=22393352
DragonLord Captain's Helm III,80,Metal,9,9,9,0,0,6,6,8,8,3,3,3,3,3,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,1,0,0,0,0,0,0,Helm,DragonLord Captain's Helm III,http://forums2.battleon.com/f/fb.asp?m=22393351
DragonLord Captain's Helm II,70,Metal,6,6,6,0,0,4,4,6,6,3,3,3,2,2,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,1,0,0,0,0,0,0,Helm,DragonLord Captain's Helm II,http://forums2.battleon.com/f/fb.asp?m=22393350
DragonLord Captain's Helm I,60,Metal,5,5,5,0,0,3,3,4,4,2,2,2,2,2,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,0,0,0,0,0,0,Helm,DragonLord Captain's Helm I,http://forums2.battleon.com/f/fb.asp?m=22393349
Dragon Mage Hood VI,90,Disease,12,12,12,12,0,12,12,12,10,9,9,9,3,3,3,0,10,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Helm,Dragon Mage Hood VI,http://forums2.battleon.com/f/fb.asp?m=22391643
Helm of Hyonix (Dragonsoul),1,Water,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,Helm,Helm of Hyonix (Dragonsoul),http://forums2.battleon.com/f/fb.asp?m=22390742
Helm of Hyonix,1,Water,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,Helm,Helm of Hyonix,http://forums2.battleon.com/f/fb.asp?m=22390741
Vilmor's Helm III,90,Ice,24,24,24,0,0,0,0,5,5,0,0,0,8,8,8,5,0,-15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,-10,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,0,1,0,0,0,0,0,Helm,Vilmor's Helm III,http://forums2.battleon.com/f/fb.asp?m=22390721
Vilmor's Helm II,60,Ice,16,16,16,0,0,0,0,3,3,0,0,0,4,4,4,5,0,-10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,-5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,0,1,0,0,0,0,0,Helm,Vilmor's Helm II,http://forums2.battleon.com/f/fb.asp?m=22390720
Vilmor's Helm I,30,Ice,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,5,0,-10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,-5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,0,1,0,0,0,0,0,Helm,Vilmor's Helm I,http://forums2.battleon.com/f/fb.asp?m=22390719
DRGN-V1Z0R VIII,90,Metal,0,0,0,0,0,15,0,20,20,0,0,0,7,7,7,0,0,-5,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,-5,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,8,2,2,0,0,0,0,0,Helm,DRGN-V1Z0R VIII,http://forums2.battleon.com/f/fb.asp?m=22390395
DRGN-V1Z0R VII,80,Metal,0,0,0,0,0,12,0,17,17,0,0,0,6,6,6,0,0,-5,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,-5,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2,2,0,0,0,0,0,Helm,DRGN-V1Z0R VII,http://forums2.battleon.com/f/fb.asp?m=22390394
DRGN-V1Z0R VI,70,Metal,0,0,0,0,0,9,0,14,14,0,0,0,5,5,5,0,0,-5,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,-5,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2,2,0,0,0,0,0,Helm,DRGN-V1Z0R VI,http://forums2.battleon.com/f/fb.asp?m=22390393
DRGN-V1Z0R V,60,Metal,0,0,0,0,0,7,0,10,10,0,0,0,4,4,4,0,0,-5,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,-5,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,2,0,0,0,0,0,Helm,DRGN-V1Z0R V,http://forums2.battleon.com/f/fb.asp?m=22390392
DRGN-V1Z0R IV,50,Metal,0,0,0,0,0,5,0,7,7,0,0,0,3,3,3,0,0,-4,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,-4,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,2,0,0,0,0,0,Helm,DRGN-V1Z0R IV,http://forums2.battleon.com/f/fb.asp?m=22390391
DRGN-V1Z0R III,40,Metal,0,0,0,0,0,4,0,5,5,0,0,0,2,2,2,0,0,-3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,-3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2,0,0,0,0,0,Helm,DRGN-V1Z0R III,http://forums2.battleon.com/f/fb.asp?m=22390390
DRGN-V1Z0R II,30,Metal,0,0,0,0,0,3,0,3,3,0,0,0,1,1,1,0,0,-2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,-2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,Helm,DRGN-V1Z0R II,http://forums2.battleon.com/f/fb.asp?m=22390389
DRGN-V1Z0R I,20,Metal,0,0,0,0,0,2,0,2,2,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,Helm,DRGN-V1Z0R I,http://forums2.battleon.com/f/fb.asp?m=22390388
Dravir Warhelm VIII,85,Metal,14,14,14,10,5,10,0,5,5,0,0,0,6,6,6,0,0,-5,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,-5,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,Helm,Dravir Warhelm VIII,http://forums2.battleon.com/f/fb.asp?m=22389629
Dravir Warhelm VII,75,Metal,12,12,12,8,3,8,0,4,4,0,0,0,5,5,5,0,0,-3,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,-3,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,Helm,Dravir Warhelm VII,http://forums2.battleon.com/f/fb.asp?m=22389628
Dravir Warhelm VI,65,Metal,10,10,10,6,0,6,0,3,3,0,0,0,4,4,4,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,Helm,Dravir Warhelm VI,http://forums2.battleon.com/f/fb.asp?m=22389627
Dravir Warhelm V,55,Metal,8,8,8,4,0,4,0,2,2,0,0,0,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,Helm,Dravir Warhelm V,http://forums2.battleon.com/f/fb.asp?m=22389626
Dravir Warhelm IV,45,Metal,5,5,5,3,0,3,0,1,1,0,0,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,Helm,Dravir Warhelm IV,http://forums2.battleon.com/f/fb.asp?m=22389625
Dravir Warhelm III,35,Metal,4,4,4,3,0,3,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,Helm,Dravir Warhelm III,http://forums2.battleon.com/f/fb.asp?m=22389624
