Name,Level,Element,STR,DEX,INT,CHA,LUK,END,WIS,Crit,Bonus,Melee Def,Pierce Def,Magic Def,Block,Parry,Dodge,All,Immobility,Health,Mana,Shrink,???,Bacon,Darkness,Disease,Energy,Evil,Fear,Fire,Good,Ice,Light,Metal,Nature,None,Poison,Silver,Stone,Water,Wind,Immobility+All,Health+All,Mana+All,Shrink+All,???+All,Bacon+All,Darkness+All,Disease+All,Energy+All,Evil+All,Fear+All,Fire+All,Good+All,Ice+All,Light+All,Metal+All,Nature+All,None+All,Poison+All,Silver+All,Stone+All,Water+All,Wind+All,DA,DC,Rare,Seasonal,DM,Guardian,Special Offer,Item Type,Name No Link,Link
Grimoire of the Lich II,70,Darkness,0,16,16,0,0,3,3,7,7,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,0,1,0,0,0,0,0,Belt,Grimoire of the Lich II,http://forums2.battleon.com/f/fb.asp?m=22393565
Grimoire of the Lich I,50,Darkness,0,10,10,0,0,1,1,5,5,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,0,1,0,0,0,0,0,Belt,Grimoire of the Lich I,http://forums2.battleon.com/f/fb.asp?m=22393564
Tarnished Relic DeathKnight Belt,90,Darkness,9,9,9,0,12,13,13,10,8,5,5,5,0,0,0,0,10,0,0,0,0,0,11,0,0,2,0,0,2,0,11,0,0,0,0,0,0,0,0,10,0,0,0,0,0,11,0,0,2,0,0,2,0,11,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Belt,Tarnished Relic DeathKnight Belt,http://forums2.battleon.com/f/fb.asp?m=22388555
Static Sphere VII,90,Energy,0,0,0,24,24,0,0,9,9,0,0,0,0,0,0,3,10,0,0,0,0,0,10,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,3,3,3,3,3,13,3,13,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,0,0,0,0,0,Belt,Static Sphere VII,http://forums2.battleon.com/f/fb.asp?m=22388358
Static Sphere VI,80,Energy,0,0,0,20,20,0,0,8,8,0,0,0,0,0,0,2,8,0,0,0,0,0,8,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,2,2,2,2,2,10,2,10,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0,0,0,Belt,Static Sphere VI,http://forums2.battleon.com/f/fb.asp?m=22388357
Static Sphere V,70,Energy,0,0,0,16,16,0,0,7,7,0,0,0,0,0,0,1,7,0,0,0,0,0,7,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,1,1,1,1,1,8,1,8,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,0,0,0,0,0,Belt,Static Sphere V,http://forums2.battleon.com/f/fb.asp?m=22388356
Static Sphere IV,60,Energy,0,0,0,14,14,0,0,6,6,0,0,0,0,0,0,0,6,0,0,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,Belt,Static Sphere IV,http://forums2.battleon.com/f/fb.asp?m=22388355
Static Sphere III,50,Energy,0,0,0,10,10,0,0,5,5,0,0,0,0,0,0,0,5,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,Belt,Static Sphere III,http://forums2.battleon.com/f/fb.asp?m=22388354
Static Sphere II,40,Energy,0,0,0,8,8,0,0,4,4,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,Belt,Static Sphere II,http://forums2.battleon.com/f/fb.asp?m=22388353
Static Sphere I,30,Energy,0,0,0,6,6,0,0,3,3,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,Belt,Static Sphere I,http://forums2.battleon.com/f/fb.asp?m=22388352
Relic DeathKnight Belt,90,Darkness,9,9,9,0,12,13,13,10,8,5,5,5,0,0,0,0,10,0,0,0,0,0,11,0,0,2,0,0,2,0,11,0,0,0,0,0,0,0,0,10,0,0,0,0,0,11,0,0,2,0,0,2,0,11,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,Belt,Relic DeathKnight Belt,http://forums2.battleon.com/f/fb.asp?m=22387776
Zeclem's Relic Belt,90,Darkness,9,9,9,0,12,13,13,10,8,5,5,5,0,0,0,0,10,0,0,0,0,0,11,0,0,2,0,0,2,0,11,0,0,0,0,0,0,0,0,10,0,0,0,0,0,11,0,0,2,0,0,2,0,11,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Belt,Zeclem's Relic Belt,http://forums2.battleon.com/f/fb.asp?m=22387772
Ogorek's Treasure,90,Nature,7,7,7,0,7,7,5,8,10,6,6,6,6,6,6,5,5,-10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,-5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2,2,0,0,0,0,0,Belt,Ogorek's Treasure,http://forums2.battleon.com/f/fb.asp?m=22384420
Leechscale Binding VII,90,Light,12,12,12,0,0,12,12,0,9,8,8,8,0,0,0,3,0,0,0,0,0,0,0,0,10,0,0,10,0,0,10,0,0,0,0,0,0,0,0,3,3,3,3,3,3,3,3,13,3,3,13,3,3,13,3,3,3,3,3,3,3,3,2,2,0,0,0,0,0,Belt,Leechscale Binding VII,http://forums2.battleon.com/f/fb.asp?m=22381121
Leechscale Binding VI,80,Light,10,10,10,0,0,10,10,0,8,8,8,8,0,0,0,2,0,0,0,0,0,0,0,0,8,0,0,8,0,0,8,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2,10,2,2,10,2,2,10,2,2,2,2,2,2,2,2,2,2,0,0,0,0,0,Belt,Leechscale Binding VI,http://forums2.battleon.com/f/fb.asp?m=22381119
Leechscale Binding V,70,Light,8,8,8,0,0,8,8,0,7,7,7,7,0,0,0,1,0,0,0,0,0,0,0,0,7,0,0,7,0,0,7,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,8,1,1,8,1,1,8,1,1,1,1,1,1,1,1,2,2,0,0,0,0,0,Belt,Leechscale Binding V,http://forums2.battleon.com/f/fb.asp?m=22381117
Leechscale Binding IV,60,Light,7,7,7,0,0,7,7,0,6,6,6,6,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,6,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,6,0,0,6,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,Belt,Leechscale Binding IV,http://forums2.battleon.com/f/fb.asp?m=22381116
Leechscale Binding III,50,Light,5,5,5,0,0,5,5,0,5,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,0,0,5,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,Belt,Leechscale Binding III,http://forums2.battleon.com/f/fb.asp?m=22381115
Leechscale Binding II,40,Light,4,4,4,0,0,4,4,0,4,4,4,4,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,Belt,Leechscale Binding II,http://forums2.battleon.com/f/fb.asp?m=22381114
Leechscale Binding I,30,Light,3,3,3,0,0,3,3,0,3,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,Belt,Leechscale Binding I,http://forums2.battleon.com/f/fb.asp?m=22381113
Lost Elf's Belt,90,Silver,8,8,8,4,8,4,10,8,10,5,5,5,2,2,2,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,2,0,0,0,0,0,Belt,Lost Elf's Belt,http://forums2.battleon.com/f/fb.asp?m=22378904
Golden Dragon Tooth IX,90,Metal,12,12,12,8,12,0,0,9,0,0,0,0,8,8,8,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,10,0,0,0,0,10,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,10,0,0,0,0,10,0,2,2,0,0,0,0,0,Belt,Golden Dragon Tooth IX,http://forums2.battleon.com/f/fb.asp?m=22376738
Golden Dragon Tooth VIII,80,Metal,10,10,10,8,10,0,0,8,0,0,0,0,8,8,8,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,8,0,0,0,0,8,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,8,0,0,0,0,8,0,2,2,0,0,0,0,0,Belt,Golden Dragon Tooth VIII,http://forums2.battleon.com/f/fb.asp?m=22376737
Golden Dragon Tooth VII,70,Metal,8,8,8,7,8,0,0,7,0,0,0,0,7,7,7,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,7,0,0,0,0,7,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,7,0,0,0,0,7,0,0,2,0,0,0,0,0,Belt,Golden Dragon Tooth VII,http://forums2.battleon.com/f/fb.asp?m=22376736
Golden Dragon Tooth VI,60,Metal,7,7,7,5,7,0,0,6,0,0,0,0,6,6,6,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,6,0,0,0,0,6,0,0,2,0,0,0,0,0,Belt,Golden Dragon Tooth VI,http://forums2.battleon.com/f/fb.asp?m=22376735
Golden Dragon Tooth V,50,Metal,5,5,5,4,5,0,0,5,0,0,0,0,5,5,5,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,5,0,0,0,0,5,0,0,2,0,0,0,0,0,Belt,Golden Dragon Tooth V,http://forums2.battleon.com/f/fb.asp?m=22376734
Golden Dragon Tooth IV,40,Metal,4,4,4,3,4,0,0,4,0,0,0,0,4,4,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,2,0,0,0,0,0,Belt,Golden Dragon Tooth IV,http://forums2.battleon.com/f/fb.asp?m=22376733
Golden Dragon Tooth III,30,Metal,3,3,3,2,3,0,0,3,0,0,0,0,3,3,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,2,0,0,0,0,0,Belt,Golden Dragon Tooth III,http://forums2.battleon.com/f/fb.asp?m=22376732
Golden Dragon Tooth II,20,Metal,2,2,2,1,2,0,0,2,0,0,0,0,2,2,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,2,0,0,0,0,0,Belt,Golden Dragon Tooth II,http://forums2.battleon.com/f/fb.asp?m=22376731
Golden Dragon Tooth I,10,Metal,1,1,1,0,1,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,2,0,0,0,0,0,Belt,Golden Dragon Tooth I,http://forums2.battleon.com/f/fb.asp?m=22376730
Warrior's Challenger Belt I,50,Metal,16,-20,-20,4,4,0,0,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,Belt,Warrior's Challenger Belt I,http://forums2.battleon.com/f/fb.asp?m=22370631
Warrior's Challenger Belt II,60,Metal,21,-20,-20,6,6,0,0,6,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,1,0,0,0,0,0,Belt,Warrior's Challenger Belt II,http://forums2.battleon.com/f/fb.asp?m=22370632
Warrior's Challenger Belt III,70,Metal,24,-20,-20,7,7,0,0,7,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0,1,0,0,0,0,0,Belt,Warrior's Challenger Belt III,http://forums2.battleon.com/f/fb.asp?m=22370633
Warrior's Challenger Belt IV,80,Metal,30,-20,-20,9,9,0,0,8,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,0,1,0,0,0,0,0,Belt,Warrior's Challenger Belt IV,http://forums2.battleon.com/f/fb.asp?m=22370634
Warrior's Challenger Belt V,90,Metal,35,-20,-20,10,10,0,0,10,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,0,1,0,0,0,0,0,Belt,Warrior's Challenger Belt V,http://forums2.battleon.com/f/fb.asp?m=22370635
Rogue's Challenger Belt I,50,Metal,-20,16,-20,4,4,0,0,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,Belt,Rogue's Challenger Belt I,http://forums2.battleon.com/f/fb.asp?m=22370642
Rogue's Challenger Belt II,60,Metal,-20,21,-20,6,6,0,0,6,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,1,0,0,0,0,0,Belt,Rogue's Challenger Belt II,http://forums2.battleon.com/f/fb.asp?m=22370643
Rogue's Challenger Belt III,70,Metal,-20,24,-20,7,7,0,0,7,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0,1,0,0,0,0,0,Belt,Rogue's Challenger Belt III,http://forums2.battleon.com/f/fb.asp?m=22370644
Rogue's Challenger Belt IV,80,Metal,-20,30,-20,9,9,0,0,8,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,0,1,0,0,0,0,0,Belt,Rogue's Challenger Belt IV,http://forums2.battleon.com/f/fb.asp?m=22370645
Rogue's Challenger Belt V,90,Metal,-20,35,-20,10,10,0,0,10,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,0,1,0,0,0,0,0,Belt,Rogue's Challenger Belt V,http://forums2.battleon.com/f/fb.asp?m=22370646
Mage's Challenger Belt I,50,Metal,-20,-20,16,4,4,0,0,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,Belt,Mage's Challenger Belt I,http://forums2.battleon.com/f/fb.asp?m=22370636
Mage's Challenger Belt II,60,Metal,-20,-20,21,6,6,0,0,6,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,1,0,0,0,0,0,Belt,Mage's Challenger Belt II,http://forums2.battleon.com/f/fb.asp?m=22370637
Mage's Challenger Belt III,70,Metal,-20,-20,24,7,7,0,0,7,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0,1,0,0,0,0,0,Belt,Mage's Challenger Belt III,http://forums2.battleon.com/f/fb.asp?m=22370638
Mage's Challenger Belt IV,80,Metal,-20,-20,30,9,9,0,0,8,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,0,1,0,0,0,0,0,Belt,Mage's Challenger Belt IV,http://forums2.battleon.com/f/fb.asp?m=22370639
Mage's Challenger Belt V,90,Metal,-20,-20,35,10,10,0,0,10,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,0,1,0,0,0,0,0,Belt,Mage's Challenger Belt V,http://forums2.battleon.com/f/fb.asp?m=22370640
Ribbon of Compromise I,20,Good,1,1,1,3,3,0,0,2,2,2,2,2,2,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,2,0,0,0,0,0,Belt,Ribbon of Compromise I,http://forums2.battleon.com/f/fb.asp?m=22369730
Ribbon of Compromise II,40,Good,2,2,2,5,5,0,0,4,4,4,4,4,4,4,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,2,0,0,0,0,0,Belt,Ribbon of Compromise II,http://forums2.battleon.com/f/fb.asp?m=22369731
Ribbon of Compromise III,60,Good,3,3,3,7,7,0,0,6,6,6,6,6,6,6,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0,2,0,0,0,0,0,Belt,Ribbon of Compromise III,http://forums2.battleon.com/f/fb.asp?m=22369732
Ribbon of Compromise IV,80,Good,4,4,4,11,11,0,0,8,8,8,8,8,8,8,8,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,2,0,0,0,0,0,Belt,Ribbon of Compromise IV,http://forums2.battleon.com/f/fb.asp?m=22369733
Ribbon of Compromise V,90,Good,5,5,5,13,13,0,0,9,9,8,8,8,8,8,8,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2,2,0,0,0,0,0,Belt,Ribbon of Compromise V,http://forums2.battleon.com/f/fb.asp?m=22369734
30 Stone Belt,54,Stone,0,0,0,7,7,3,0,6,4,6,6,0,1,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,6,6,0,0,0,0,6,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,6,6,0,0,0,0,6,0,0,0,0,0,0,0,0,Belt,30 Stone Belt,http://forums2.battleon.com/f/fb.asp?m=21079184
A Void-ance Belt,53,None,4,0,4,0,0,5,0,4,3,3,3,3,0,0,0,0,0,-5,0,0,0,0,9,0,0,0,0,8,0,8,9,0,0,0,0,0,0,0,0,0,-5,0,0,0,0,9,0,0,0,0,8,0,8,9,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Belt,A Void-ance Belt,http://forums2.battleon.com/f/fb.asp?m=17790035
Apprentice Miner's Belt,23,Stone,0,0,0,0,0,3,2,2,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,Belt,Apprentice Miner's Belt,http://forums2.battleon.com/f/fb.asp?m=18393190
Aqueevil Scale Belt,51,Water,2,2,2,3,3,3,3,5,0,0,0,0,6,6,6,0,0,0,0,0,0,0,0,0,2,0,0,0,0,3,0,0,0,0,0,0,2,3,0,0,0,0,0,0,0,0,0,2,0,0,0,0,3,0,0,0,0,0,0,2,3,0,0,0,0,0,0,0,0,Belt,Aqueevil Scale Belt,http://forums2.battleon.com/f/fb.asp?m=22148031
